Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
ACE,Action Construction Equipment Ltd.,,"1,630.03",0,"1,630.03","1,630.34",15.02,"1,645.37",,"1,190.45",2.51,0,-21.27,84.45,13.73,15.28,221.87,"1,507.02",138.34,0,138.34,,34.71,0,-2.28,0,32.43,105.91,105.91,105.91,,,9.1,9.1,,0,0,,0,0.0,,5.67,0.0,30
ADANIENT,Adani Enterprises Ltd.,,"26,817.60",0,"26,817.60","26,824.05",503.5,"27,327.55",,0,"26,608.32",0,"-3,743.32",381.84,571.33,124.73,"2,271.40","26,214.30","1,113.25",0,"1,113.25",,268.8,0,123.51,0.24,392.55,720.7,720.7,720.7,,,6.55,6.55,,0,0,,0,0.0,,109.98,0.0,100
ADANIGREEN,Adani Green Energy Ltd.,,"10,672.00",0,"10,672.00","10,672.00",489,"11,161.00",,0,"12,559.00",0,"-2,072.00",26,775,7,37,"11,332.00",-171,41,-130,,0,0,-72,0,-72,-58,-58,-58,,,-0.76,-0.76,,0,0,,0,0.0,,0,0.0,0
ADFFOODS,ADF Foods Industries Ltd.,,286.61,0,286.61,302.01,9.11,311.12,,120.21,6.33,0,-1.16,17.91,0.78,5.5,105.42,254.99,56.13,0,56.13,,14.2,0,0.43,0,14.64,41.49,41.49,41.49,,,20.68,20.13,,0,0,,0,0.0,,6.01,0.0,40
ADORWELD,Ador Welding Ltd.,,657,0,657,661.48,5.41,666.89,,421.25,58.5,37.3,-9.9,48.65,3.72,10.83,47.29,617.64,49.25,8.98,58.23,,14.73,0,-1.69,0,13.04,45.19,45.19,45.19,,,33.23,33.23,,0,0,,0,0.0,,0,0.0,125
ADROITINFO,Adroit Infotech Ltd.,,6.37,0,6.37,6.37,0.12,6.49,,0,0,0,0,3.21,0.17,1.08,1.34,5.81,0.67,-0.07,0.61,,0,0,-0.01,0,-0.01,0.62,0.62,0.62,,,0.34,0.34,,0,0,,0,0.0,,0,0.0,0
ADSL,Allied Digital Services Ltd.,,122.58,0,122.58,122.58,2.38,124.96,,0,0,28.59,-3.15,58.3,2.65,12.69,17.8,116.88,8.08,0,8.08,,4.1,0,-1.71,0,2.39,5.69,5.69,5.69,,,1.09,1.02,,0,0,,0,0.0,,3.8,0.0,20
ADVANIHOTR,Advani Hotels and Resorts (India) Ltd.,,48.67,0,48.67,51.34,0.88,52.22,,0,0,3.62,0,17.08,0.06,2.87,19.87,43.5,8.72,0,8.72,,1.02,0,1.2,0,2.22,6.51,6.51,6.51,,,1.41,1.41,,0,0,,0,0.0,,0,0.0,70
AGARIND,Agarwal Industrial Corporation Ltd.,,"1,405.30",0,"1,405.30","1,405.30",9.56,"1,414.86",,343.46,913.36,66.74,-13.29,5.78,11.54,13.5,21.65,"1,362.73",52.13,0,52.13,,13.81,0,-0.25,0,13.56,38.57,38.57,38.57,,,30.94,30.94,,0,0,,0,0.0,,2.24,0.0,20
AGI,AGI Greenpac Ltd.,,"1,412.80",0,"1,412.80","1,430.43",42.93,"1,473.36",,433.86,2.41,0,-41.89,140.76,28.08,99.98,631.24,"1,294.43",178.93,0,178.93,,36.88,0,26.04,-0.39,62.53,116.4,116.4,193.3,,,17.99,17.99,,0,0,,0,0.0,,25.88,0.0,250
AGRITECH,Agri-Tech (India) Ltd.,,0.28,0,0.28,0.28,4.79,5.07,,0,0,0.25,0,0.28,1.11,0.02,0.66,2.32,2.75,0,2.75,,0,0,0,0,0,2.75,2.75,2.75,,,4.6,4.6,,0,0,,0,0.0,,0,0.0,0
AGROPHOS,Agro Phos India Ltd.,,116.06,0,116.06,116.06,1.19,117.25,,63.9,9.69,0,5.94,3.61,1.67,1.23,24.13,110.17,7.08,0,7.08,,1.86,0,-0.61,0,1.25,5.83,5.83,5.83,,,2.88,2.88,,0,0,,0,0.0,,0.51,0.0,3
AIAENG,AIA Engineering Ltd.,,"3,029.49",0,"3,029.49","3,081.57",269.69,"3,351.26",,"1,728.62",16.58,0,-109.75,103.03,3.63,89.84,766.87,"2,598.81",752.45,0,752.45,,168.08,0,1.36,-1.5,167.94,584.51,584.51,584.51,,,61.97,61.97,,0,0,,0,0.0,,84.89,0.0,450
AIRAN,Airan Ltd.,,76.72,0,76.72,76.72,4.88,81.6,,0,0,22.15,0,39.65,0.19,4.36,5.13,71.47,10.14,0,10.14,,1.92,0,-0.23,0,1.69,8.45,8.45,8.45,,,0.67,0.67,,0,0,,0,0.0,,0,0.0,0
AJANTPHARM,Ajanta Pharma Ltd.,,"3,083.78",0,"3,083.78","3,140.64",139.73,"3,280.37",,773.04,116.12,0,-56.6,585.87,9.12,120.96,831.32,"2,379.83",900.54,0,900.54,,196.72,0,9.51,-25.55,180.68,719.86,719.86,719.86,,,83.28,83.28,,0,0,,0,0.0,,82.21,0.0,475
AJMERA,Ajmera Realty and Infra India Ltd.,,404.79,0,404.79,404.79,4.5,409.29,,0,0,230.96,0,25,48.71,1.39,49.1,355.17,54.12,0,54.12,,13.62,0,0,0,13.62,40.5,40.5,40.5,,,11.37,11.37,,0,0,,0,0.0,,0,0.0,23
AKSHARCHEM,AksharChem (India) Ltd.,,368.22,0,368.22,380.34,0.65,381,,221.84,23.22,0,-15.11,12.38,2.21,12.22,106.3,363.05,17.95,0,17.95,,2.02,0,1.37,-1.35,2.03,15.91,15.91,15.91,,,19.5,19.5,,0,0,,0,0.0,,2.87,2.29,5
AKSHOPTFBR,Aksh Optifibre Ltd.,,295.32,0,295.32,301.2,6.25,307.45,,141.17,7.48,0,6.57,21.89,19.76,14.96,71.7,283.53,23.91,0.06,23.97,,6.59,0,0.37,0,6.95,17.02,17.02,17.02,,,1.05,1.05,,0,0,,0,0.0,,0,0.0,0
AKZOINDIA,Akzo Nobel India Ltd.,,"3,108.70",0.00,"3,108.70","3,148.60",22.70,"3,171.30",,"1,774.70",193.90,0.00,-90.20,263.20,14.50,75.90,574.60,"2,806.60",364.70,2.00,366.70,,78.20,0.00,-1.5,0.0,76.70,290.00,290.00,290.00,,,63.68,63.68,,0.0,0.00,,0.0,0.0,,318.80,0.0,750.00
ALBERTDAVD,Albert David Ltd.,,312.43,0,312.43,313.51,15.84,329.35,,51.46,61.1,0,2.38,85.38,0.53,8.81,72.4,282.06,47.3,0,47.3,,12.61,0,-0.57,0,12.04,35.26,35.26,35.26,,,61.78,61.78,,0,0,,0,0.0,,3.42,0.0,90
ALEMBICLTD,Alembic Ltd.,,69.73,0,69.73,75.97,89.09,165.06,,8.53,0,11.64,2.46,21.47,0.23,4.5,18.97,67.79,97.28,0,97.28,,11.5,0,0.21,-0.15,11.56,85.71,85.71,85.71,,,3.34,3.34,,0,0,,0,0.0,,5.14,0.0,90
ALKALI,Alkali Metals Ltd.,,91.02,0,91.02,91.02,0.29,91.31,,37.52,0,0,0.94,12.37,2.63,3.86,28.82,86.12,5.18,-0.15,5.03,,0.85,0.85,0,1.55,1.55,3.48,3.48,3.48,,,3.46,3.46,,0,0,,0,0.0,,0.81,0.0,20
ALKEM,Alkem Laboratories Ltd.,,"8,829.81",0.00,"8,829.81","8,829.81",199.89,"9,029.70",,"2,849.75","1,077.04",0.00,-360.90,"1,434.49",37.90,218.98,"2,019.07","7,276.33","1,753.37",0.00,"1,753.37",,303.82,0.00,-91.7,0.0,212.12,"1,541.25","1,541.25","1,541.25",,,128.90,128.9,,0.0,0.00,,0.0,0.0,,418.48,0.0,"1,700.00"
ALLSEC,ALLSEC Technologies Ltd.,,221.21,0,221.21,221.21,97.88,319.09,,0,0,0,0,133.55,1.81,18.05,46.26,199.67,119.42,0,119.42,,20.53,0,1.36,0,21.89,97.53,97.53,97.53,,,64,64,,0,0,,0,0.0,,91.43,0.0,450
ALPA,Alpa Laboratories Ltd.,,110.51,0,110.51,112.27,10.79,123.06,,63.42,5.82,6.31,0.53,11.93,0.24,1.66,13.56,103.48,19.58,0,19.58,,3.1,0,2.35,0,5.45,14.13,14.13,14.13,,,6.71,6.71,,0,0,,0,0.0,,0,0.0,0
ALPHAGEO,Alphageo (India) Ltd.,,154.88,0.00,154.88,154.88,5.10,159.98,,0.00,0.00,100.75,0.00,16.16,1.07,18.82,4.56,141.35,18.63,0.00,18.63,,5.16,0.00,0.19,0.0,5.35,13.28,13.28,13.28,,,20.87,20.87,,0.0,0.00,,0.0,0.0,,5.09,0.0,80.00
ALPSINDUS,Alps Industries Ltd.,,276.75,0,276.75,302.43,3.89,306.32,,194.65,0,45.4,9.17,43.67,60.53,4.99,25.97,384.38,-78.06,-6.63,-84.69,,0.02,0,0,0,0.02,-84.72,-84.72,-84.72,,,-21.66,-21.66,,6.46,188.2,,1.62,6.36,,0,0.0,0
AMBICAAGAR,Ambica Agar Ltd.,,116.33,0,116.33,116.33,1.23,117.57,,10.02,77,0,0.21,2.53,11.51,3.26,12.44,116.97,0.6,0,0.6,,0,0,-1.8,0,-1.8,2.4,2.4,2.4,,,1.4,1.4,,0,0,,0,0.0,,0,0.0,0
AMBIKCO,Ambika Cotton Mills Ltd.,,879.37,0,879.37,920.52,4.96,925.48,,529.9,0,0,-22.29,45.78,1.23,29.39,97.48,681.49,243.99,0,243.99,,64.61,0,-0.51,0,64.1,179.89,179.89,179.89,,,314.21,314.21,,0,0,,0,0.0,,20.04,0.0,350
AMDIND,AMD Industries Ltd.,,206.39,0,206.39,209.64,1,210.63,,130.84,0.86,0,1.04,15.19,7.37,10.71,34,200.01,10.63,0,10.63,,2.7,0,-0.28,0.01,2.43,8.2,8.2,8.2,,,4.28,4.28,,0,0,,0,0.0,,0,0.0,8
AMJLAND,AMJ Land Ltd.,,3.49,0,3.49,7.42,8.49,15.91,,0,0,0,0,1.63,0,1.87,2.94,6.44,9.48,0,9.48,,0.94,0,0.16,0,1.1,8.38,8.38,8.38,,,2.04,2.04,,0,0,,0,0.0,,0.82,0.0,10
AMRUTANJAN,Amrutanjan Health Care Ltd.,,404.55,0,404.55,405.84,15.38,421.22,,121.86,64.1,0,-5.5,48.23,0.48,3.8,97.68,330.65,90.58,0,90.58,,23.39,0,0,0,23.39,67.19,67.19,67.19,,,23,22.98,,0,0,,0,0.0,,5.85,0.0,460
ANANTRAJ,Anant Raj Ltd.,,353.08,0,353.08,353.08,48.7,401.77,,0,0,263.5,0,12,20.83,14.56,21.55,332.44,69.34,0,69.34,,8.56,0,4.89,0,13.45,55.89,55.89,55.89,,,1.9,1.73,,0,0,,0,0.0,,2.95,0.0,6
ANDHRAPAP,Andhra Paper Ltd.,,"1,366.92",0,"1,366.92","1,380.23",44.88,"1,425.12",,467.7,0,0,18.14,157.07,5.45,72.01,516.4,"1,236.76",188.36,0,188.36,,56.03,0,-7.41,0,48.62,139.73,139.73,139.73,,,35.14,35.14,,0,0,,0,0.0,,19.89,0.0,75
ANDHRSUGAR,The Andhra Sugar Ltd.,,"1,201.02",0,"1,201.02","1,217.29",38.05,"1,255.34",,363.49,2.98,0,19.72,138.8,12.79,57.14,447.08,"1,042.00",213.34,0,213.34,,55.72,0,-4.04,-0.04,51.64,161.7,161.7,161.7,,,11.93,11.93,,87.3,276.18,,11.52,63.84,,27.11,0.0,200
ANIKINDS,Anik Industries Ltd.,,243.6,0,243.6,243.6,20.94,264.53,,40.59,160.16,0,12.63,3.41,6.8,0.79,24.45,248.82,15.71,0,15.71,,0.77,0,4.92,0,5.69,10.03,10.03,10.03,,,3.61,3.61,,0,0,,0,0.0,,0,0.0,0
ANKITMETAL,Ankit Metal and Power Ltd.,,676.14,0,676.14,756.72,0.77,757.49,,459.88,76.57,12.19,26.42,11.7,4.8,42.4,175.15,809.11,-51.62,0,-51.62,,0,0,0,0,0,-51.62,-51.62,-51.62,,,-3.66,-3.66,,0,0,,0,0.0,,0,0.0,0
ANTGRAPHIC,Antarctica Ltd.,,1.03,0,1.03,1.03,0.02,1.05,,0.34,0,0,-0.1,0.14,0,0.11,0.54,1.04,0.01,0,0.01,,0,0,0,0,0,0.02,0.02,0.02,,,0,0,,0,0,,0,0.0,,0,0.0,0
ANUP,The Anup Engineering Ltd.,,279.87,0,279.87,288.24,4.54,292.78,,162.73,0,0,-22.56,20.35,1.03,11.59,57.72,230.86,61.92,0,61.92,,15.45,0,-0.81,-15.57,-0.93,62.85,62.85,62.85,,,63.25,63.25,,0,0,,0,0.0,,6.9,0.0,80
APEX,Apex Frozen Foods Ltd.,,914.2,0,914.2,914.2,12.79,927,,656.62,0,0,-41.63,43.05,17.38,18.51,176.86,870.79,56.21,0,56.21,,14.15,0,0.98,0,15.13,41.08,41.08,41.08,,,13.15,13.15,,0,0,,0,0.0,,6.25,0.0,25
APLAPOLLO,APL Apollo Tubes Ltd.,,"8,772.72",0,"8,772.72","9,062.40",35.02,"9,097.42",,"6,979.15","1,123.22",0,-3.28,88.42,37.21,71.14,416.48,"8,712.34",385.08,0,385.08,,96.3,0,1.65,0,97.95,287.13,287.13,287.13,,,11.49,11.49,,0,0,,0,0.0,,0,0.0,175
APLLTD,Alembic Pharmaceuticals Ltd.,,"4,987.49",0,"4,987.49","5,035.41",51.14,"5,086.55",,"1,129.11",353.25,0,19.87,"1,062.30",17.02,284.92,"1,562.08","4,428.55",658,0,658,,115.7,0,0,-1.25,114.45,543.55,543.55,543.55,,,27.65,27.65,,0,0,,0,0.0,,275.19,0.0,500
APOLLOTYRE,Apollo Tyres Ltd.,,"14,306.79",0,"14,306.79","14,649.40",126.9,"14,776.30",,"9,493.77",846.59,0,-348.45,"1,024.02",382.16,823.91,"2,202.68","14,424.68",351.62,-1.27,350.35,,61.16,0,28.13,0,89.29,261.06,261.06,261.06,,,4.11,4.11,,"3,127.97","6,365.81",,9.3,100.56,,222.29,0.0,325
APOLSINHOT,Apollo Sindoori Hotels Ltd.,,199.39,0,199.39,199.39,3.56,202.96,,0,0,74.65,0,99.41,1.09,2.7,12.32,190.17,12.79,0,12.79,,2.5,0,0.05,0,2.55,10.24,10.24,10.24,,,39.38,39.38,,0,0,,0,0.0,,0.33,0.0,15
ARCHIDPLY,Archidply Industries Ltd.,,305.68,0,305.68,306.28,0.9,307.18,,135.49,67.07,23.89,-6.5,26.62,4.68,4.03,40.27,295.54,11.63,0,11.63,,3.45,0,-0.29,0,3.16,8.47,8.47,8.47,,,4.27,4.27,,9.6,125.89,,0,4.68,,0,0.0,0
ARCHIES,Archies Ltd.,,75.53,0,75.53,77.19,8.91,86.09,,18.97,17.86,0,-7.73,15.06,5.72,12.68,27.31,90.15,-4.06,0,-4.06,,0,0,-1.4,-0.03,-1.43,-2.63,-2.63,-2.63,,,-0.78,-0.78,,0,0,,0,0.0,,0,0.0,0
ARCOTECH,Arcotech Ltd.,,74.31,0,74.31,74.73,10.86,85.59,,67.59,0,0,32.15,0.79,21.67,11.05,42.81,176.06,-90.47,0,-90.47,,0,0,-30.38,0,-30.38,-60.09,-60.09,-60.09,,,-5.72,-5.72,,0,0,,0,0.0,,0,0.0,0
ARENTERP,Rajdarshan Industries Ltd.,,0.44,0,0.44,0.44,0.9,1.34,,0,0.23,0,0,0.32,0,0.01,0.25,0.81,0.53,0,0.53,,0.07,0,-0.08,0,-0.01,0.54,0.54,0.54,,,1.72,1.72,,0,0,,0,0.0,,0,0.0,0
ARIES,Aries Agro Ltd.,,439.47,0,439.47,439.47,8.83,448.3,,150.63,67.79,26.46,12.16,45.28,24.3,5.65,89.47,421.75,26.55,0,26.55,,7.32,0,0.61,-0.41,7.53,19.02,19.02,19.02,,,14.63,14.63,,26.4,98.02,,0,0.0,,1.04,0.0,8
ARIHANTSUP,Arihant Superstructures Ltd.,,150.98,0,150.98,151.17,3.15,154.31,,0,0,60.57,28.18,4.58,1.55,0.43,12.92,108.23,46.09,0,46.09,,8.04,2.07,0.11,0,6.07,40.01,40.01,40.01,,,9.7,9.7,,0,0,,0,0.0,,0,0.0,0
ARROWGREEN,Arrow Greentech Ltd.,,23.8,0,23.8,23.91,7.02,30.94,,6.36,4.59,0,-0.85,6.39,0.53,3.93,12.98,33.92,-2.98,0,-2.98,,0.7,0,-1.98,0,-1.27,-1.71,-1.71,-1.71,,,-1.21,-1.21,,0,0,,0,0.0,,0,0.0,0
ARVIND,Arvind Ltd.,,"7,045.49",0,"7,045.49","7,459.57",64.35,"7,523.92",,"4,190.58",104.02,163.78,-511.19,692.54,166.7,213.44,"2,067.87","7,087.74",436.18,-324.24,111.94,,20,0,18.82,13.82,52.64,59.3,59.3,59.3,,,2.28,2.27,,0,0,,0,0.0,,0,0.0,0
ARVSMART,Arvind SmartSpaces Ltd.,,87.2,0,87.2,120.17,27.31,147.48,,0,0,46.93,12.57,13.56,11.37,0.94,16.71,102.08,45.39,0,45.39,,6.2,0,0.07,0.08,6.35,39.04,39.04,39.04,,,10.08,9.82,,0,0,,0,0.0,,0,0.0,0
ASAHIINDIA,Asahi India Glass Ltd.,,"3,087.35",0,"3,087.35","3,109.63",24.11,"3,133.74",,916.34,17.09,0,-37.34,269.1,117.57,155.17,"1,176.82","2,614.75",518.99,0,518.99,,156.23,0,14.48,0.66,171.37,347.62,347.62,347.62,,,14.3,14.3,,0,0,,0,0.0,,24.31,0.0,200
ASAL,Automotive Stampings and Assemblies Ltd.,,607.09,0.00,607.09,607.64,2.27,609.91,,493.27,0.00,0.00,-2.58,31.09,14.97,10.84,69.99,617.58,-7.67,59.98,52.31,,0.00,0.00,0.0,0.0,0.00,52.31,52.31,52.31,,,32.97,32.97,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
ASHIANA,Ashiana Housing Ltd.,,172,0,172,172,9.93,181.93,,0,0,602.85,-491.77,28.54,4.67,7.67,38,189.96,-8.03,-4.08,-12.11,,0,0,-6.18,0,-6.18,-5.93,-5.93,-5.93,,,-0.64,-0.64,,0,0,,0,0.0,,8.19,0.0,45
ASHIMASYN,Ashima Ltd.,,206.08,0,206.08,207.37,2.63,210,,135.8,14.96,10.05,-31.76,29.02,2.29,3.11,56.47,219.94,-9.94,35.79,25.85,,0,0,0,0,0,25.85,22.69,17.92,,,0.93,0.93,,0,0,,0,0.0,,0,0.0,0
ASHOKA,Ashoka Buildcon Ltd.,,"4,439.32",0,"4,439.32","4,591.46",198.84,"4,790.29",,0,0,"3,801.14",0,181.11,85.62,69.71,106.7,"4,244.28",546.01,-769.6,-223.59,,91.82,0,-6.76,0,85.06,-308.65,-308.65,-308.65,,,-10.99,-10.99,,0,0,,0,0.0,,0,0.0,0
ASIANHOTNR,Asian Hotels (North) Ltd.,,130.53,0.00,130.53,130.53,4.09,134.62,,0.00,0.00,21.59,0.00,40.76,109.79,25.11,62.18,259.43,-124.81,0.00,-124.81,,0.00,0.00,0.0,0.0,0.00,-124.81,-124.81,-124.81,,,-64.16,-64.16,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
ASIANPAINT,Asian Paints Ltd.,,"25,002.09",0,"25,002.09","25,188.51",451.89,"25,640.40",,"13,838.90","2,978.69",0,"-1,208.63","1,310.14",70.25,721.56,"3,681.62","21,392.53","4,247.87",-53.73,"4,194.14",,"1,107.29",0,-51.02,3.16,"1,059.43","3,134.71","3,134.71","3,134.71",,,32.68,32.68,,0,0,,0,0.0,,"1,740.95",0.0,"1,915.00"
ASPINWALL,Aspinwall and Company Ltd.,,252.55,0.00,252.55,254.73,3.89,258.62,,73.81,0.28,0.00,3.42,42.84,2.96,3.69,115.66,243.08,15.54,3.31,18.85,,3.74,0.00,-0.56,0.0,3.18,15.67,15.67,15.67,,,20.04,20.04,,0.0,0.00,,0.0,0.0,,2.74,0.0,60.00
ASTRAL,Astral Ltd.,,"3,436.80",0.00,"3,436.80","3,443.30",27.40,"3,470.70",,"2,338.70",82.60,0.00,-107.30,130.30,8.90,105.00,364.00,"2,922.20",548.50,-1.90,546.60,,140.20,0.00,1.6,0.0,141.80,404.80,404.80,404.80,,,20.15,20.15,,0.0,0.00,,0.0,0.0,,45.20,0.0,300.00
ASTRAZEN,AstraZeneca Pharma Ltd.,,805.6,0,805.6,805.6,14.76,820.36,,89.61,207.88,0,14.47,230.21,0.95,16.95,177.25,737.32,83.04,0,83.04,,22.63,0,-1.19,0,21.44,61.6,61.6,61.6,,,24.6,24.6,,0,0,,0,0.0,,5,0.0,500
ASTRON,Astron Paper & Board Mill Ltd.,,557.69,56.1,501.59,512.83,1.65,514.49,,359.49,0.00,100.11,0.2,15.72,8.45,6.1,10.49,500.56,13.93,0.0,13.93,,3.36,0.0,1.75,0.0,5.11,8.82,8.82,8.82,,,1.89,1.89,,20.96,3.59,,0.0,0.0,,0.0,0.0,0.0
ATFL,Agro Tech Foods Ltd.,,914.83,0,914.83,915.97,2.68,918.65,,580.05,59.1,0,-1.95,48.62,2.42,20.37,176.76,885.37,33.28,2.01,35.29,,6.74,0,2.47,0,9.21,26.08,26.08,26.08,,,10.97,10.97,,0,0,,0,0.0,,7.14,0.0,30
ATGL,Adani Total Gas Ltd.,,"3,170.08",168.55,"3,001.53","3,037.81",41.50,"3,079.31",,0.00,"1,938.53",0.00,-8.87,54.73,52.73,82.73,280.42,"2,400.27",679.04,0.00,679.04,,147.06,0.00,26.19,1.13,174.38,504.66,504.66,504.66,,,4.59,4.59,,0.0,0.00,,0.0,0.0,,27.50,0.0,25.00
ATLASCYCLE,Atlas Cycle Industries Ltd.,,3.38,0,3.38,3.42,0.25,3.68,,3,0,0,1.58,13.3,0.1,3.19,11.22,32.4,-28.72,0,-28.72,,0,0,0,0,0,-28.72,-28.72,-28.72,,,-44.16,-44.16,,0,3,,0,0.0,,0,0.0,0
ATNINTER,ATN International Ltd.,,0.09,0,0.09,0.09,0,0.09,,0,0,0,0,0.24,0,0,0.21,0.45,-0.37,0,-0.37,,0,0,0,0,0,-0.37,-0.37,-0.37,,,-0.09,-0.09,,0,0,,0,0.0,,0,0.0,0
ATUL,Atul Ltd.,,"4,951.83",0.00,"4,951.83","4,992.75",90.07,"5,082.82",,"2,591.23",160.26,0.00,-127.02,276.39,2.94,146.48,"1,228.57","4,278.85",803.97,0.00,803.97,,200.61,0.00,-4.17,0.0,196.44,607.53,607.53,607.53,,,205.34,205.34,,0.0,0.00,,0.0,0.0,,59.17,0.0,250.00
