Company_Name,Symbol,URL
Allsec Technologies Limited,ALLSEC,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/allsectechnologies/ALL01
Alpa Laboratories Limited,ALPA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpalaboratories/AL11
Alphageo (India) Limited,ALPHAGEO,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/alphageoindia/AI10
Alps Industries Limited,ALPSINDUS,https://www.moneycontrol.com/india/stockpricequote/textiles-general/alpsindustries/AI12
Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR,https://www.moneycontrol.com/india/stockpricequote/trading/ambicaagar/AA9
Ambika Cotton Mills Limited,AMBIKCO,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/ambikacottonmills/ACM04
AMD Industries Limited,AMDIND,https://www.moneycontrol.com/india/stockpricequote/packaging/amdindustries/AMD02
Amj Land Holdings Limited,AMJLAND,https://www.moneycontrol.com/india/stockpricequote/paper/amjland/PPP
Amrutanjan Health Care Limited,AMRUTANJAN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/amrutanjanhealthcare/AHC01
ANaNt Raj Limited,ANANTRAJ,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/anantraj/ARI
ANDHRA PAPER LIMITED,ANDHRAPAP,https://www.moneycontrol.com/india/stockpricequote/paper/andhrapaperlimited/APP
The Andhra Sugars Limited,ANDHRSUGAR,https://www.moneycontrol.com/india/stockpricequote/commodity-chemicals/theandhrasugar/AS18
Anik Industries Limited,ANIKINDS,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/anikindustries/AI57
Ankit Metal & Power Limited,ANKITMETAL,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/ankitmetalpower/AMa
Antarctica Limited,ANTGRAPHIC,https://www.moneycontrol.com/india/stockpricequote/printingstationery/antarctica/A16
The Anup Engineering Limited,ANUP,https://www.moneycontrol.com/india/stockpricequote/engineering-industrial-equipments/theanupengineering/ANUP54246
Apex Frozen Foods Limited,APEX,https://www.moneycontrol.com/india/stockpricequote/food-processing/apexfrozenfoods/AFF
APL Apollo Tubes Limited,APLAPOLLO,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/aplapollotubes/BT09
Alembic Pharmaceuticals Limited,APLLTD,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
Apollo Tyres Limited,APOLLOTYRE,https://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14
Apollo Sindoori Hotels Limited,APOLSINHOT,https://www.moneycontrol.com/india/stockpricequote/hotel-resortrestaurants/apollosindoorihotels/ASH
Archidply Industries Limited,ARCHIDPLY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/archidplyindustries/AI
Archies Limited,ARCHIES,https://www.moneycontrol.com/india/stockpricequote/printingstationery/archies/A15
Arcotech Limited,ARCOTECH,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/arcotech/A17
Rajdarshan Industries Limited,ARENTERP,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/rajdarshanindustries/RI01
Aries Agro Limited,ARIES,https://www.moneycontrol.com/india/stockpricequote/fertilisers/ariesagro/AA02
Arihant Superstructures Limited,ARIHANTSUP,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/arihantsuperstructures/SMC07
Arrow Greentech Limited,ARROWGREEN,https://www.moneycontrol.com/india/stockpricequote/plastics/arrowgreentech/ACP
Arvind Limited,ARVIND,https://www.moneycontrol.com/india/stockpricequote/textiles-denim/arvind/A18
Arvind SmartSpaces Limited,ARVSMART,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/arvindsmartspaces/AI72
Asahi India Glass Limited,ASAHIINDIA,https://www.moneycontrol.com/india/stockpricequote/glassglass-products/asahiindiaglass/AIG01
Automotive Stampings and Assemblies Limited,ASAL,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/automotivestampingsassemblies/ASA01
Ashiana Housing Limited,ASHIANA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-housing/ashianahousing/AH07
Ashima Limited,ASHIMASYN,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/ashima/A10
Ashoka Buildcon Limited,ASHOKA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/ashokabuildcon/AB
Asian Hotels (North) Limited,ASIANHOTNR,https://www.moneycontrol.com/india/stockpricequote/hotels/asianhotelsnorth/AH
Asian Paints Limited,ASIANPAINT,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/asianpaints/AP31
Aspinwall and Company Limited,ASPINWALL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/aspinwallcompany/AC27
Astral Limited,ASTRAL,https://www.moneycontrol.com/india/stockpricequote/plastics/astrallimited/APT02
AstraZeneca Pharma India Limited,ASTRAZEN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP
Astron Paper & Board Mill Limited,ASTRON,https://www.moneycontrol.com/india/stockpricequote/paper/astronpaperboardmillltd/APB
Agro Tech Foods Limited,ATFL,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/agrotechfoods/ATF
Adani Total Gas Limited,ATGL,https://www.moneycontrol.com/india/stockpricequote/gas-distribution/adanitotalgas/ADG01
Atlas Cycles (Haryana) Limited,ATLASCYCLE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08
ATN International Limited,ATNINTER,https://www.moneycontrol.com/india/stockpricequote/finance-investment/atninternational/AI50
Atul Limited,ATUL,https://www.moneycontrol.com/india/stockpricequote/chemicals/atul/A06
AU Small FiNaNce Bank Limited,AUBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/ausmallfinancebank/ASF02
Aurionpro Solutions Limited,AURIONPRO,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/aurionprosolutions/PS12
Aurum PropTech Limited,AURUM,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/aurumproptech/M19
Ausom Enterprise Limited,AUSOMENT,https://www.moneycontrol.com/india/stockpricequote/finance-investments/ausomenterprise/CE06
Automotive Axles Limited,AUTOAXLES,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/automotiveaxles/AA06
Avadh Sugar & Energy Limited,AVADHSUGAR,https://www.moneycontrol.com/india/stockpricequote/sugar/avadhsugarenergy/ASE03
Avanti Feeds Limited,AVANTIFEED,https://www.moneycontrol.com/india/stockpricequote/aquaculture/avantifeeds/AF21
AVT Natural Products Limited,AVTNPL,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/avtnaturalproducts/AVT02
Axis Bank Limited,AXISBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/axisbank/AB16
AXISCADES Technologies Limited,AXISCADES,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/axiscadestechnologies/AXI
AYM Syntex Limited,AYMSYNTEX,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/aymsyntex/WS01
B.A.G Films and Media Limited,BAGFILMS,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/bagfilmsmedia/BAG
Bajaj Consumer Care Limited,BAJAJCON,https://www.moneycontrol.com/india/stockpricequote/personal-care/bajajconsumercare/BC02
Bajaj Electricals Limited,BAJAJELEC,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/bajajelectricals/BE
Bajaj Hindusthan Sugar Limited,BAJAJHIND,https://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthansugar/BH06
Bajaj Holdings & Investment Limited,BAJAJHLDNG,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajholdingsinvestment/BHI
Balaji Amines Limited,BALAMINES,https://www.moneycontrol.com/india/stockpricequote/chemicals/balajiamines/BA05
BALAXI PHARMACEUTICALS LIMITED,BALAXI,https://www.moneycontrol.com/india/stockpricequote/trading/balaxipharmaceuticals/TAR
Balkrishna Paper Mills Limited,BALKRISHNA,https://www.moneycontrol.com/india/stockpricequote/paper/balkrishnapapermills/NPM01
Balmer Lawrie & Company Limited,BALMLAWRIE,https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawrieco/BLC
Bal Pharma Limited,BALPHARMA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/balpharma/BP02
Balrampur Chini Mills Limited,BALRAMCHIN,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Banaras Beads Limited,BANARBEADS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03
Bannari Amman Sugars Limited,BANARISUG,https://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07
Banco Products (I) Limited,BANCOINDIA,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bancoproductsindia/BPI
Bandhan Bank Limited,BANDHANBNK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/bandhanbank/BB09
Bank of India,BANKINDIA,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankindia/BOI
Banswara Syntex Limited,BANSWRAS,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/banswarasyntex/BS01
BASF India Limited,BASF,https://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS
Bannari Amman Spinning Mills Limited,BASML,https://www.moneycontrol.com/india/stockpricequote/textiles-general/bannariammanspinningmills/BAS01
Bata India Limited,BATAINDIA,https://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01
Bharat Bijlee Limited,BBL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/bharatbijlee/BB
Bombay Burmah Trading Corporation Limited,BBTC,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/bombayburmahtradingcorporation/BBT
Beardsell Limited,BEARDSELL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/beardsell/B06
Bedmutha Industries Limited,BEDMUTHA,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/bedmuthaindustries/BI05
Bharat Electronics Limited,BEL,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/bharatelectronics/BE03
Bhansali Engineering Polymers Limited,BEPL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/bhansaliengineeringpolymers/BEP
Berger Paints (I) Limited,BERGEPAINT,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02
BGR Energy Systems Limited,BGRENERGY,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bgrenergysystems/BES
Bhageria Industries Limited,BHAGERIA,https://www.moneycontrol.com/india/stockpricequote/dyespigments/bhageriaindustries/BD02
Bhandari Hosiery Exports Limited,BHANDARI,https://www.moneycontrol.com/india/stockpricequote/textiles-hosieryknitwear/bhandarihosieryexports/BHE02
Bharat Forge Limited,BHARATFORG,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03
Bharat Gears Limited,BHARATGEAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bharatgears/BG01
Bharat Rasayan Limited,BHARATRAS,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/bharatrasayan/BR01
Bharat Wire Ropes Limited,BHARATWIRE,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/bharatwireropes/BWR01
Bharti Airtel Limited,BHARTIARTL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08
Bharat Heavy Electricals Limited,BHEL,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE
Bhartiya International Limited,BIL,https://www.moneycontrol.com/india/stockpricequote/leather-products/bhartiyainternational/BI06
Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biofilchemicalspharmaceuticals/BCP
Aditya Birla Money Limited,BIRLAMONEY,https://www.moneycontrol.com/india/stockpricequote/finance-general/adityabirlamoney/ABM01
BLB Limited,BLBLIMITED,https://www.moneycontrol.com/india/stockpricequote/finance-investments/blb/BLB
Bliss GVS Pharma Limited,BLISSGVS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV
B. L. Kashyap and Sons Limited,BLKASHYAP,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/blkashyapsons/BLK
Blue Chip India Limited,BLUECHIP,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bluechipindia/BCI02
Blue Coast Hotels Limited,BLUECOAST,https://www.moneycontrol.com/india/stockpricequote/hotels/bluecoasthotels/BCH
Blue Dart Express Limited,BLUEDART,https://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE
Blue Star Limited,BLUESTARCO,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/bluestar/BS
Bodal Chemicals Limited,BODALCHEM,https://www.moneycontrol.com/india/stockpricequote/dyespigments/bodalchemicals/BC15
Bombay Dyeing & Mfg Company Limited,BOMDYEING,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/thebombaydyeingco/BDM
BOROSIL RENEWABLES LIMITED,BORORENEW,https://www.moneycontrol.com/india/stockpricequote/glassglass-products/borosilrenewablesltd/BGW
Bosch Limited,BOSCHLTD,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bosch/B05
BPL Limited,BPL,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/bpl/BPL
Brigade Enterprises Limited,BRIGADE,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/brigadeenterprises/BE08
Britannia Industries Limited,BRITANNIA,https://www.moneycontrol.com/india/stockpricequote/food-processing/britanniaindustries/BI
Bharat Road Network Limited,BRNL,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatroadnetwork/BRN
BSL Limited,BSL,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/bsl/BSL
BIRLASOFT LIMITED,BSOFT,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/birlasoft/KPI02
Burnpur Cement Limited,BURNPUR,https://www.moneycontrol.com/india/stockpricequote/cement-major/burnpurcement/BC13
Butterfly Gandhimathi Appliances Limited,BUTTERFLY,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/butterflygandhimathiappliances/GA
Camlin Fine Sciences Limited,CAMLINFINE,https://www.moneycontrol.com/india/stockpricequote/chemicals/camlinfinesciences/CFC03
Canara Bank,CANBK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06
Can Fin Homes Limited,CANFINHOME,https://www.moneycontrol.com/india/stockpricequote/finance-housing/canfinhomes/CFH
Cantabil Retail India Limited,CANTABIL,https://www.moneycontrol.com/india/stockpricequote/retail/cantabilretailindia/CRI01
Capacit'e Infraprojects Limited,CAPACITE,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/capaciteinfraprojects/CI19
Capital Trust Limited,CAPTRUST,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/capitaltrust/CT
Carborundum Universal Limited,CARBORUNIV,https://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU
CARE Ratings Limited,CARERATING,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR
Country Club Hospitality & Holidays Limited,CCHHL,https://www.moneycontrol.com/india/stockpricequote/hotels/countryclubhospitalityholidays/CCI06
CEAT Limited,CEATLTD,https://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07
Celebrity Fashions Limited,CELEBRITY,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/celebrityfashions/CFL04
Century Extrusions Limited,CENTEXT,https://www.moneycontrol.com/india/stockpricequote/aluminium/centuryextrusions/CE02
Central Bank of India,CENTRALBK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/centralbankindia/CBO01
Centum Electronics Limited,CENTUM,https://www.moneycontrol.com/india/stockpricequote/electricals/centumelectronics/CE10
Century Plyboards (India) Limited,CENTURYPLY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
Century Textiles & Industries Limited,CENTURYTEX,https://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
Cera Sanitaryware Limited,CERA,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
Cerebra Integrated Technologies Limited,CEREBRAINT,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/cerebraintegratedtechnologies/CIT
CG Power and Industrial Solutions Limited,CGPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/cgpowerindustrialsolutions/CG
Chalet Hotels Limited,CHALET,https://www.moneycontrol.com/india/stockpricequote/hotels/chalethotels/CH03
Chambal Fertilizers & Chemicals Limited,CHAMBLFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
Chemfab Alkalis Limited,CHEMFAB,https://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01
Chennai Petroleum Corporation Limited,CHENNPETRO,https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
Cholamandalam Investment and FiNaNce Company Limited,CHOLAFIN,https://www.moneycontrol.com/india/stockpricequote/finance-nbfc/cholamandalaminvestmentfinancecompany/CDB
Cigniti Technologies Limited,CIGNITITEC,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/cignititechnologies/CI42
Cineline India Limited,CINELINE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinelineindia/CI38
Cinevista Limited,CINEVISTA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinevista/C97
Cipla Limited,CIPLA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C
CL Educate Limited,CLEDUCATE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cleducate/CE09
Cochin Shipyard Limited,COCHINSHIP,https://www.moneycontrol.com/india/stockpricequote/ship-building/cochinshipyard/CS
Coffee Day Enterprises Limited,COFFEEDAY,https://www.moneycontrol.com/india/stockpricequote/food-processing/coffeedayenterprises/CDE
Coforge Limited,COFORGE,https://www.moneycontrol.com/india/stockpricequote/computers-software/coforgelimited/NII02
Colgate Palmolive (India) Limited,COLPAL,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI
Container Corporation of India Limited,CONCOR,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Coral India FiNaNce & Housing Limited,CORALFINAC,https://www.moneycontrol.com/india/stockpricequote/finance-housing/coralindiafinancehousing/CIF02
Cords Cable Industries Limited,CORDSCABLE,https://www.moneycontrol.com/india/stockpricequote/cables-powerothers/cordscableindustries/CCI07
Coromandel International Limited,COROMANDEL,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45
Country Condo's Limited,COUNCODOS,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/countrycondos/CC28
Creative Eye Limited,CREATIVEYE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/creativeeye/CE08
Crompton Greaves Consumer Electricals Limited,CROMPTON,https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01
City Union Bank Limited,CUB,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/cityunionbank/CUB
Cubex Tubings Limited,CUBEXTUB,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/cubextubings/CT05
Cummins India Limited,CUMMINSIND,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02
Cupid Limited,CUPID,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cupid/CR02
Cybertech Systems And Software Limited,CYBERTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/cybertechsystemssoftware/CSS
Dabur India Limited,DABUR,https://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI
Dalmia Bharat Sugar and Industries Limited,DALMIASUG,https://www.moneycontrol.com/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB
Damodar Industries Limited,DAMODARIND,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/damodarindustries/DT
Datamatics Global Services Limited,DATAMATICS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/datamaticsglobalservices/DGS01
D.B.Corp Limited,DBCORP,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dbcorp/C13
Dilip Buildcon Limited,DBL,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/dilipbuildcon/DB04
DB (International) Stock Brokers Limited,DBSTOCKBRO,https://www.moneycontrol.com/india/stockpricequote/finance-general/dbinternationalstockbrokers/DBI
Dishman Carbogen Amcis Limited,DCAL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dishmancarbogenamcis/DCA
DCB Bank Limited,DCBBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/dcbbank/DCB01
DCM FiNaNcial Services Limited,DCMFINSERV,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/dcmfinancial/DCM01
DCM Shriram Limited,DCMSHRIRAM,https://www.moneycontrol.com/india/stockpricequote/diversified/dcmshriram/DCM02
DCW Limited,DCW,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/dcw/DCW
Deccan Cements Limited,DECCANCE,https://www.moneycontrol.com/india/stockpricequote/cement-mini/deccancements/DC
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertiliserspetrochemicalscorporation/DFP
Delta Manufacturing Limited,DELTAMAGNT,https://www.moneycontrol.com/india/stockpricequote/electricals/deltamanufacturing/DM04
Den Networks Limited,DEN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dennetworks/DN02
De Nora India Limited,DENORA,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/denoraindia/DNI
Dhampur Sugar Mills Limited,DHAMPURSUG,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampursugarmills/DSM
Dhanlaxmi Bank Limited,DHANBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/dhanlaxmibank/DB01
Dhanuka Agritech Limited,DHANUKA,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/dhanukaagritech/DA01
Dhunseri Investments Limited,DHUNINV,https://www.moneycontrol.com/india/stockpricequote/finance-general/dhunseriinvestments/DI27
Divi's Laboratories Limited,DIVISLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03
D-Link (India) Limited,DLINKINDIA,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/d-linkindia/DLI01
Avenue Supermarts Limited,DMART,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19
Diligent Media Corporation Limited,DNAMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/diligentmediacorporationltd/DMC05
Donear Industries Limited,DONEAR,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/donearindustries/DI25
DPSC Limited,DPSCLTD,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/dpsc/DPS
Dr. Reddy's Laboratories Limited,DRREDDY,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL
Dynacons Systems & Solutions Limited,DSSL,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/dynaconssystemssolutions/DSS01
Dhunseri Tea & Industries Limited,DTIL,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/dhunseriteaindustries/DTI03
Ducon Infratechnologies Limited,DUCON,https://www.moneycontrol.com/india/stockpricequote/computers-software/duconinfratechnologies/DT9
